show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,duration_min,primary_country,genres_list,num_genres,year_added,month_added,day_added,text_all
s7043,Movie,I Am Vengeance,Ross Boyask,United Kingdom,2018-12-22,2018,R,93 min,Action & Adventure,93,United Kingdom,['Action & Adventure'],1,2018,12,22,I Am Vengeance Action & Adventure United Kingdom
s7044,Movie,I Am Wrath,Chuck Russell,United States,2019-09-16,2016,R,91 min,"Action & Adventure, Dramas",91,United States,"['Action & Adventure', 'Dramas']",2,2019,9,16,"I Am Wrath Action & Adventure, Dramas United States"
s7045,Movie,I Don't Know How She Does It,Douglas McGrath,United States,2019-03-23,2011,PG-13,89 min,Comedies,89,United States,['Comedies'],1,2019,3,23,I Don't Know How She Does It Comedies United States
s7047,Movie,I Fine... Thank You... Love You,Mez Tharatorn,Thailand,2018-09-05,2014,TV-14,116 min,"Comedies, International Movies, Romantic Movies",116,Thailand,"['Comedies', 'International Movies', 'Romantic Movies']",3,2018,9,5,"I Fine... Thank You... Love You Comedies, International Movies, Romantic Movies Thailand"
s7048,Movie,"I, Daniel Blake",Ken Loach,United Kingdom,2019-04-19,2016,R,100 min,"Dramas, Independent Movies",100,United Kingdom,"['Dramas', 'Independent Movies']",2,2019,4,19,"I, Daniel Blake Dramas, Independent Movies United Kingdom"
s7049,Movie,I'll See You in My Dreams,Brett Haley,United States,2019-10-22,2015,PG-13,96 min,"Comedies, Dramas, Independent Movies",96,United States,"['Comedies', 'Dramas', 'Independent Movies']",3,2019,10,22,"I'll See You in My Dreams Comedies, Dramas, Independent Movies United States"
s7050,Movie,I'm in Love with a Church Girl,Steve Race,United States,2017-10-01,2013,PG,119 min,"Dramas, Faith & Spirituality, Romantic Movies",119,United States,"['Dramas', 'Faith & Spirituality', 'Romantic Movies']",3,2017,10,1,"I'm in Love with a Church Girl Dramas, Faith & Spirituality, Romantic Movies United States"
s7052,Movie,Ice Guardians,Brett Harvey,Canada,2017-10-01,2016,TV-MA,108 min,"Documentaries, International Movies, Sports Movies",108,Canada,"['Documentaries', 'International Movies', 'Sports Movies']",3,2017,10,1,"Ice Guardians Documentaries, International Movies, Sports Movies Canada"
s7053,Movie,Iceman,Law Wing-cheong,China,2018-01-23,2014,R,104 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",104,China,"['Action & Adventure', 'International Movies', 'Sci-Fi & Fantasy']",3,2018,1,23,"Iceman Action & Adventure, International Movies, Sci-Fi & Fantasy China"
s7054,Movie,Ideachi Kalpana,Sachin,India,2018-01-01,2010,TV-14,124 min,"Comedies, International Movies, Romantic Movies",124,India,"['Comedies', 'International Movies', 'Romantic Movies']",3,2018,1,1,"Ideachi Kalpana Comedies, International Movies, Romantic Movies India"
s7056,Movie,Igor,Tony Leondis,United States,2019-09-01,2008,PG,87 min,Children & Family Movies,87,United States,['Children & Family Movies'],1,2019,9,1,Igor Children & Family Movies United States
s7057,Movie,Iliza Shlesinger: War Paint,Jay Chapman,United States,2013-09-01,2013,NR,75 min,Stand-Up Comedy,75,United States,['Stand-Up Comedy'],1,2013,9,1,Iliza Shlesinger: War Paint Stand-Up Comedy United States
s7058,Movie,Imagine That,Karey Kirkpatrick,United States,2019-12-07,2009,PG,108 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",108,United States,"['Children & Family Movies', 'Comedies', 'Sci-Fi & Fantasy']",3,2019,12,7,"Imagine That Children & Family Movies, Comedies, Sci-Fi & Fantasy United States"
s7059,Movie,Immoral Tales,Walerian Borowczyk,France,2019-06-06,1974,UR,103 min,"Dramas, International Movies, Romantic Movies",103,France,"['Dramas', 'International Movies', 'Romantic Movies']",3,2019,6,6,"Immoral Tales Dramas, International Movies, Romantic Movies France"
s7061,Movie,In Search of Fellini,Taron Lexton,United States,2018-03-19,2017,R,103 min,"Action & Adventure, Dramas",103,United States,"['Action & Adventure', 'Dramas']",2,2018,3,19,"In Search of Fellini Action & Adventure, Dramas United States"
s7062,Movie,In The Deep,Johannes Roberts,United Kingdom,2018-01-10,2017,PG-13,89 min,"Horror Movies, International Movies, Thrillers",89,United Kingdom,"['Horror Movies', 'International Movies', 'Thrillers']",3,2018,1,10,"In The Deep Horror Movies, International Movies, Thrillers United Kingdom"
s7063,Movie,Incir Receli 2,Aytaç Ağırlar,Turkey,2017-03-10,2014,TV-14,103 min,"Dramas, International Movies, Romantic Movies",103,Turkey,"['Dramas', 'International Movies', 'Romantic Movies']",3,2017,3,10,"Incir Receli 2 Dramas, International Movies, Romantic Movies Turkey"
s7064,Movie,Incoming,Eric Zaragosa,Serbia,2018-10-26,2019,TV-MA,89 min,"Action & Adventure, Sci-Fi & Fantasy",89,Serbia,"['Action & Adventure', 'Sci-Fi & Fantasy']",2,2018,10,26,"Incoming Action & Adventure, Sci-Fi & Fantasy Serbia"
s7065,Movie,Incomplete,Suman Mukhopadhyay,India,2017-04-08,2017,TV-MA,119 min,"Dramas, International Movies, Romantic Movies",119,India,"['Dramas', 'International Movies', 'Romantic Movies']",3,2017,4,8,"Incomplete Dramas, International Movies, Romantic Movies India"
s7066,Movie,Inconceivable,Jonathan Baker,United Kingdom,2018-03-01,2017,R,106 min,Thrillers,106,United Kingdom,['Thrillers'],1,2018,3,1,Inconceivable Thrillers United Kingdom
s7067,Movie,Incorruptible,Elizabeth Chai Vasarhelyi,United States,2017-09-01,2015,TV-MA,90 min,Documentaries,90,United States,['Documentaries'],1,2017,9,1,Incorruptible Documentaries United States
s7068,Movie,Incredibles 2 (Spanish Version),Brad Bird,United States,2019-02-08,2018,PG,118 min,"Children & Family Movies, Comedies",118,United States,"['Children & Family Movies', 'Comedies']",2,2019,2,8,"Incredibles 2 (Spanish Version) Children & Family Movies, Comedies United States"
s7069,Movie,INDIA,Sanjeev Gupta,India,2017-02-17,2014,NR,95 min,"Dramas, Independent Movies, International Movies",95,India,"['Dramas', 'Independent Movies', 'International Movies']",3,2017,2,17,"INDIA Dramas, Independent Movies, International Movies India"
s7071,Movie,Indiana Jones and the Kingdom of the Crystal Skull,Steven Spielberg,United States,2019-01-01,2008,PG-13,123 min,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy",123,United States,"['Action & Adventure', 'Children & Family Movies', 'Sci-Fi & Fantasy']",3,2019,1,1,"Indiana Jones and the Kingdom of the Crystal Skull Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy United States"
s7072,Movie,Indiana Jones and the Last Crusade,Steven Spielberg,United States,2019-01-01,1989,PG-13,127 min,"Action & Adventure, Children & Family Movies, Classic Movies",127,United States,"['Action & Adventure', 'Children & Family Movies', 'Classic Movies']",3,2019,1,1,"Indiana Jones and the Last Crusade Action & Adventure, Children & Family Movies, Classic Movies United States"
s7073,Movie,Indiana Jones and the Raiders of the Lost Ark,Steven Spielberg,United States,2019-01-01,1981,PG,116 min,"Action & Adventure, Children & Family Movies, Classic Movies",116,United States,"['Action & Adventure', 'Children & Family Movies', 'Classic Movies']",3,2019,1,1,"Indiana Jones and the Raiders of the Lost Ark Action & Adventure, Children & Family Movies, Classic Movies United States"
s7074,Movie,Indiana Jones and the Temple of Doom,Steven Spielberg,United States,2019-01-01,1984,PG,119 min,"Action & Adventure, Children & Family Movies, Classic Movies",119,United States,"['Action & Adventure', 'Children & Family Movies', 'Classic Movies']",3,2019,1,1,"Indiana Jones and the Temple of Doom Action & Adventure, Children & Family Movies, Classic Movies United States"
s7075,Movie,Indiscretion,John Stewart Muller,United States,2017-02-01,2016,TV-MA,99 min,"Dramas, Thrillers",99,United States,"['Dramas', 'Thrillers']",2,2017,2,1,"Indiscretion Dramas, Thrillers United States"
s7076,Movie,Inequality for All,Jacob Kornbluth,United States,2018-08-29,2013,PG,90 min,Documentaries,90,United States,['Documentaries'],1,2018,8,29,Inequality for All Documentaries United States
s7077,Movie,Influx,Luca Vullo,United Kingdom,2018-04-01,2016,TV-PG,90 min,"Documentaries, International Movies",90,United Kingdom,"['Documentaries', 'International Movies']",2,2018,4,1,"Influx Documentaries, International Movies United Kingdom"
s7078,Movie,Inglourious Basterds,Quentin Tarantino,Germany,2019-07-22,2009,R,153 min,Action & Adventure,153,Germany,['Action & Adventure'],1,2019,7,22,Inglourious Basterds Action & Adventure Germany
s7079,Movie,Inkheart,Iain Softley,Germany,2019-07-01,2008,PG,106 min,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy",106,Germany,"['Action & Adventure', 'Children & Family Movies', 'Sci-Fi & Fantasy']",3,2019,7,1,"Inkheart Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy Germany"
s7080,Movie,Insan,K. Subhash,India,2018-03-01,2005,TV-14,141 min,"Action & Adventure, Dramas, International Movies",141,India,"['Action & Adventure', 'Dramas', 'International Movies']",3,2018,3,1,"Insan Action & Adventure, Dramas, International Movies India"
s7085,Movie,Instructions Not Included,Eugenio Derbez,Mexico,2020-01-01,2013,PG-13,122 min,"Comedies, Dramas, International Movies",122,Mexico,"['Comedies', 'Dramas', 'International Movies']",3,2020,1,1,"Instructions Not Included Comedies, Dramas, International Movies Mexico"
s7087,Movie,Internet Famous,Michael Gallagher,United States,2016-07-21,2016,TV-14,87 min,Comedies,87,United States,['Comedies'],1,2016,7,21,Internet Famous Comedies United States
s7088,Movie,Into the Forest,Patricia Rozema,Canada,2018-11-07,2015,R,102 min,"Dramas, International Movies, Sci-Fi & Fantasy",102,Canada,"['Dramas', 'International Movies', 'Sci-Fi & Fantasy']",3,2018,11,7,"Into the Forest Dramas, International Movies, Sci-Fi & Fantasy Canada"
s7089,Movie,Inuyasha the Movie - L'isola del fuoco scarlatto,Toshiya Shinohara,Japan,2017-09-01,2004,TV-PG,88 min,"Action & Adventure, Anime Features, International Movies",88,Japan,"['Action & Adventure', 'Anime Features', 'International Movies']",3,2017,9,1,"Inuyasha the Movie - L'isola del fuoco scarlatto Action & Adventure, Anime Features, International Movies Japan"
s7090,Movie,Inuyasha the Movie - La spada del dominatore del mondo,Toshiya Shinohara,Japan,2017-09-01,2003,TV-14,99 min,"Action & Adventure, Anime Features, International Movies",99,Japan,"['Action & Adventure', 'Anime Features', 'International Movies']",3,2017,9,1,"Inuyasha the Movie - La spada del dominatore del mondo Action & Adventure, Anime Features, International Movies Japan"
s7111,Movie,Jack and the Cuckoo-Clock Heart,"Mathias Malzieu, Stéphane Berla",France,2017-02-08,2013,PG,93 min,"Children & Family Movies, Music & Musicals",93,France,"['Children & Family Movies', 'Music & Musicals']",2,2017,2,8,"Jack and the Cuckoo-Clock Heart Children & Family Movies, Music & Musicals France"
s7091,Movie,InuYasha: The Movie 2: The Castle Beyond the Looking Glass,Toshiya Shinohara,Japan,2017-09-01,2002,TV-14,99 min,"Action & Adventure, Anime Features, International Movies",99,Japan,"['Action & Adventure', 'Anime Features', 'International Movies']",3,2017,9,1,"InuYasha: The Movie 2: The Castle Beyond the Looking Glass Action & Adventure, Anime Features, International Movies Japan"
s7092,Movie,Invictus,Clint Eastwood,United States,2019-11-01,2009,PG-13,134 min,"Dramas, Sports Movies",134,United States,"['Dramas', 'Sports Movies']",2,2019,11,1,"Invictus Dramas, Sports Movies United States"
s7093,Movie,Invisible Essence: The Little Prince,Charles Officer,Canada,2019-01-14,2018,TV-PG,91 min,Documentaries,91,Canada,['Documentaries'],1,2019,1,14,Invisible Essence: The Little Prince Documentaries Canada
s7094,Movie,Inxeba,John Trengove,South Africa,2018-02-01,2017,TV-MA,88 min,"Dramas, Independent Movies, International Movies",88,South Africa,"['Dramas', 'Independent Movies', 'International Movies']",3,2018,2,1,"Inxeba Dramas, Independent Movies, International Movies South Africa"
s7095,Movie,Iqbal,Nagesh Kukunoor,India,2018-03-01,2006,TV-Y7,127 min,"Dramas, Independent Movies, International Movies",127,India,"['Dramas', 'Independent Movies', 'International Movies']",3,2018,3,1,"Iqbal Dramas, Independent Movies, International Movies India"
s7096,Movie,Irada Pakka,Kedar Shinde,India,2018-03-15,2010,TV-14,137 min,"Comedies, Dramas, International Movies",137,India,"['Comedies', 'Dramas', 'International Movies']",3,2018,3,15,"Irada Pakka Comedies, Dramas, International Movies India"
s7097,Movie,Iron Cowboy: The Story of the 50.50.50,Jacob Schwab,United States,2019-07-19,2018,TV-14,77 min,"Documentaries, Sports Movies",77,United States,"['Documentaries', 'Sports Movies']",2,2019,7,19,"Iron Cowboy: The Story of the 50.50.50 Documentaries, Sports Movies United States"
s7098,Movie,Iron Man & Captain America: Heroes United,Leo Riley,United States,2014-10-12,2014,PG,71 min,"Children & Family Movies, Sci-Fi & Fantasy",71,United States,"['Children & Family Movies', 'Sci-Fi & Fantasy']",2,2014,10,12,"Iron Man & Captain America: Heroes United Children & Family Movies, Sci-Fi & Fantasy United States"
s7105,Movie,It's Fine,Ismail Farouk,Egypt,2019-05-03,2012,TV-14,101 min,"Comedies, International Movies, Music & Musicals",101,Egypt,"['Comedies', 'International Movies', 'Music & Musicals']",3,2019,5,3,"It's Fine Comedies, International Movies, Music & Musicals Egypt"
s7100,Movie,Ishqedarriyaan,V. K. Prakash,India,2018-03-01,2015,TV-14,130 min,"Dramas, International Movies, Romantic Movies",130,India,"['Dramas', 'International Movies', 'Romantic Movies']",3,2018,3,1,"Ishqedarriyaan Dramas, International Movies, Romantic Movies India"
s7109,Movie,최강전사 미니특공대 : 영웅의 탄생,Young Jun Lee,,2018-09-01,2018,TV-Y7,68 min,Children & Family Movies,68,Unknown,['Children & Family Movies'],1,2018,9,1,최강전사 미니특공대 : 영웅의 탄생 Children & Family Movies 
s7103,Movie,Issaq,Manish Tiwary,India,2018-03-01,2013,TV-MA,140 min,"Dramas, International Movies, Music & Musicals",140,India,"['Dramas', 'International Movies', 'Music & Musicals']",3,2018,3,1,"Issaq Dramas, International Movies, Music & Musicals India"
s7104,Movie,It Takes Two,Andy Tennant,United States,2019-11-20,1995,PG,101 min,"Children & Family Movies, Comedies",101,United States,"['Children & Family Movies', 'Comedies']",2,2019,11,20,"It Takes Two Children & Family Movies, Comedies United States"
s7106,Movie,It's Now or Never,Maria Ripoll,Spain,2016-03-01,2015,TV-MA,91 min,"Comedies, International Movies, Romantic Movies",91,Spain,"['Comedies', 'International Movies', 'Romantic Movies']",3,2016,3,1,"It's Now or Never Comedies, International Movies, Romantic Movies Spain"
s7107,Movie,"It's Okay, Buddy",Hani Hamdi,Egypt,2019-06-06,2017,TV-14,84 min,"Comedies, International Movies, Music & Musicals",84,Egypt,"['Comedies', 'International Movies', 'Music & Musicals']",3,2019,6,6,"It's Okay, Buddy Comedies, International Movies, Music & Musicals Egypt"
s7108,Movie,Iverson,Zatella Beatty,United States,2016-04-01,2014,NR,88 min,"Documentaries, Sports Movies",88,United States,"['Documentaries', 'Sports Movies']",2,2016,4,1,"Iverson Documentaries, Sports Movies United States"
s7110,Movie,Jaan-E-Mann: Let's Fall in Love... Again,Shirish Kunder,India,2019-12-31,2006,TV-14,163 min,"Dramas, International Movies, Romantic Movies",163,India,"['Dramas', 'International Movies', 'Romantic Movies']",3,2019,12,31,"Jaan-E-Mann: Let's Fall in Love... Again Dramas, International Movies, Romantic Movies India"
s7112,Movie,Jack of all Trades,"Harvey Glazer, Stuart Stone",Canada,2019-07-16,2018,TV-MA,86 min,"Documentaries, Sports Movies",86,Canada,"['Documentaries', 'Sports Movies']",2,2019,7,16,"Jack of all Trades Documentaries, Sports Movies Canada"
s7113,TV Show,Jack Taylor,Stuart Orme,United States,2013-03-31,2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",1,United States,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",3,2013,3,31,"Jack Taylor Crime TV Shows, International TV Shows, TV Dramas United States"
s7114,Movie,Jackie Brown,Quentin Tarantino,United States,2019-08-01,1997,R,154 min,"Dramas, Thrillers",154,United States,"['Dramas', 'Thrillers']",2,2019,8,1,"Jackie Brown Dramas, Thrillers United States"
s7115,Movie,Jackpot,Dustin Nguyen,Vietnam,2018-10-06,2015,TV-14,92 min,"Comedies, Dramas, International Movies",92,Vietnam,"['Comedies', 'Dramas', 'International Movies']",3,2018,10,6,"Jackpot Comedies, Dramas, International Movies Vietnam"
s7116,Movie,Jail,Madhur Bhandarkar,India,2019-12-31,2009,TV-14,132 min,"Dramas, International Movies",132,India,"['Dramas', 'International Movies']",2,2019,12,31,"Jail Dramas, International Movies India"
s7118,Movie,Jal,Girish Malik,India,2017-10-15,2013,TV-14,132 min,"Dramas, Independent Movies, International Movies",132,India,"['Dramas', 'Independent Movies', 'International Movies']",3,2017,10,15,"Jal Dramas, Independent Movies, International Movies India"
s7119,Movie,Jalpari: The Desert Mermaid,Nila Madhab Panda,India,2018-05-19,2012,TV-14,94 min,"Dramas, Independent Movies, International Movies",94,India,"['Dramas', 'Independent Movies', 'International Movies']",3,2018,5,19,"Jalpari: The Desert Mermaid Dramas, Independent Movies, International Movies India"
s7120,Movie,Janaan,Azfar Jafri,Pakistan,2017-09-15,2016,TV-14,132 min,"Comedies, Dramas, International Movies",132,Pakistan,"['Comedies', 'Dramas', 'International Movies']",3,2017,9,15,"Janaan Comedies, Dramas, International Movies Pakistan"
s7122,Movie,Jay and Silent Bob Strike Back,Kevin Smith,United States,2019-01-01,2001,R,105 min,"Comedies, Cult Movies",105,United States,"['Comedies', 'Cult Movies']",2,2019,1,1,"Jay and Silent Bob Strike Back Comedies, Cult Movies United States"
s7123,Movie,Jealousy and medicine,Janusz Majewski,Poland,2019-10-01,1973,TV-MA,97 min,"Dramas, International Movies, Romantic Movies",97,Poland,"['Dramas', 'International Movies', 'Romantic Movies']",3,2019,10,1,"Jealousy and medicine Dramas, International Movies, Romantic Movies Poland"
s7125,Movie,Jeremy Scott: The People's Designer,Vlad Yudin,United States,2016-04-01,2015,PG-13,109 min,Documentaries,109,United States,['Documentaries'],1,2016,4,1,Jeremy Scott: The People's Designer Documentaries United States
s7127,Movie,Jersey Boys,Clint Eastwood,United States,2019-01-01,2014,R,134 min,"Dramas, Music & Musicals",134,United States,"['Dramas', 'Music & Musicals']",2,2019,1,1,"Jersey Boys Dramas, Music & Musicals United States"
s7128,Movie,Jesus: Countdown to Calvary,Gerry Hoban,Ireland,2019-04-01,2018,TV-14,53 min,"Documentaries, Faith & Spirituality",53,Ireland,"['Documentaries', 'Faith & Spirituality']",2,2019,4,1,"Jesus: Countdown to Calvary Documentaries, Faith & Spirituality Ireland"
s7129,Movie,Jewel's Catch One,C. Fitz,United States,2018-05-01,2016,TV-MA,84 min,"Documentaries, LGBTQ Movies",84,United States,"['Documentaries', 'LGBTQ Movies']",2,2018,5,1,"Jewel's Catch One Documentaries, LGBTQ Movies United States"
s7131,Movie,Jimi Hendrix,Joe Boyd,United States,2019-11-01,1973,R,102 min,"Documentaries, Music & Musicals",102,United States,"['Documentaries', 'Music & Musicals']",2,2019,11,1,"Jimi Hendrix Documentaries, Music & Musicals United States"
s7135,Movie,Joe Cocker: Mad Dog with Soul,John Edginton,United Kingdom,2017-04-01,2017,TV-14,90 min,"Documentaries, International Movies, Music & Musicals",90,United Kingdom,"['Documentaries', 'International Movies', 'Music & Musicals']",3,2017,4,1,"Joe Cocker: Mad Dog with Soul Documentaries, International Movies, Music & Musicals United Kingdom"
s7136,Movie,John & Jane,Ashim Ahluwalia,India,2016-08-15,2005,TV-14,79 min,"Documentaries, International Movies",79,India,"['Documentaries', 'International Movies']",2,2016,8,15,"John & Jane Documentaries, International Movies India"
s7137,Movie,John Carter,Andrew Stanton,United States,2019-05-02,2012,PG-13,133 min,"Action & Adventure, Sci-Fi & Fantasy",133,United States,"['Action & Adventure', 'Sci-Fi & Fantasy']",2,2019,5,2,"John Carter Action & Adventure, Sci-Fi & Fantasy United States"
s7138,Movie,John Day,Ahishor Solomon,India,2019-12-31,2013,TV-MA,125 min,"International Movies, Thrillers",125,India,"['International Movies', 'Thrillers']",2,2019,12,31,"John Day International Movies, Thrillers India"
s7134,Movie,Jis Desh Men Ganga Behti Hai,Radhu Karmakar,,2019-12-31,1960,TV-14,181 min,"Action & Adventure, Dramas, International Movies",181,Unknown,"['Action & Adventure', 'Dramas', 'International Movies']",3,2019,12,31,"Jis Desh Men Ganga Behti Hai Action & Adventure, Dramas, International Movies "
s7140,Movie,Jonathan,Bill Oliver,United States,2019-04-16,2018,TV-MA,101 min,"Dramas, Independent Movies, Sci-Fi & Fantasy",101,United States,"['Dramas', 'Independent Movies', 'Sci-Fi & Fantasy']",3,2019,4,16,"Jonathan Dramas, Independent Movies, Sci-Fi & Fantasy United States"
s7141,TV Show,Jonathan Strange & Mr Norrell,Toby Haynes,United Kingdom,2016-08-25,2015,TV-14,1 Season,"British TV Shows, TV Dramas, TV Sci-Fi & Fantasy",1,United Kingdom,"['British TV Shows', 'TV Dramas', 'TV Sci-Fi & Fantasy']",3,2016,8,25,"Jonathan Strange & Mr Norrell British TV Shows, TV Dramas, TV Sci-Fi & Fantasy United Kingdom"
s7142,Movie,Jora 10 Numbaria,Amardeep Singh Gill,India,2018-01-01,2017,TV-MA,135 min,"Action & Adventure, International Movies",135,India,"['Action & Adventure', 'International Movies']",2,2018,1,1,"Jora 10 Numbaria Action & Adventure, International Movies India"
s7147,Movie,Jugaad,Susannah Heath-Eves,,2018-09-15,2017,TV-14,52 min,Documentaries,52,Unknown,['Documentaries'],1,2018,9,15,Jugaad Documentaries 
s7145,Movie,Judwaa,David Dhawan,India,2019-12-31,1997,TV-14,133 min,"Comedies, International Movies, Romantic Movies",133,India,"['Comedies', 'International Movies', 'Romantic Movies']",3,2019,12,31,"Judwaa Comedies, International Movies, Romantic Movies India"
s7146,Movie,Judy Moody and the Not Bummer Summer,John Schultz,United States,2019-08-08,2011,PG,91 min,"Children & Family Movies, Comedies",91,United States,"['Children & Family Movies', 'Comedies']",2,2019,8,8,"Judy Moody and the Not Bummer Summer Children & Family Movies, Comedies United States"
s7148,Movie,Julie & Julia,Nora Ephron,United States,2021-01-01,2009,PG-13,123 min,"Comedies, Dramas",123,United States,"['Comedies', 'Dramas']",2,2021,1,1,"Julie & Julia Comedies, Dramas United States"
s7150,Movie,Jumping the Broom,Salim Akil,United States,2020-11-01,2011,PG-13,113 min,"Comedies, Romantic Movies",113,United States,"['Comedies', 'Romantic Movies']",2,2020,11,1,"Jumping the Broom Comedies, Romantic Movies United States"
s7151,Movie,Junebug,Phil Morrison,United States,2019-03-01,2005,R,107 min,"Comedies, Dramas, Independent Movies",107,United States,"['Comedies', 'Dramas', 'Independent Movies']",3,2019,3,1,"Junebug Comedies, Dramas, Independent Movies United States"
s7680,TV Show,Origins Collection,Peter McDonnell,United States,2018-07-20,2018,TV-PG,3 Seasons,Docuseries,3,United States,['Docuseries'],1,2018,7,20,Origins Collection Docuseries United States
s7152,Movie,Jupiter Ascending,"Lana Wachowski, Lilly Wachowski",United States,2019-08-01,2015,PG-13,128 min,"Action & Adventure, Sci-Fi & Fantasy",128,United States,"['Action & Adventure', 'Sci-Fi & Fantasy']",2,2019,8,1,"Jupiter Ascending Action & Adventure, Sci-Fi & Fantasy United States"
s7153,Movie,Just Friends,Roger Kumble,Germany,2019-09-01,2005,PG-13,94 min,"Comedies, Romantic Movies",94,Germany,"['Comedies', 'Romantic Movies']",2,2019,9,1,"Just Friends Comedies, Romantic Movies Germany"
s7154,Movie,"Justice, My Foot!",Johnnie To,Hong Kong,2018-08-31,1992,TV-14,95 min,"Action & Adventure, Comedies, International Movies",95,Hong Kong,"['Action & Adventure', 'Comedies', 'International Movies']",3,2018,8,31,"Justice, My Foot! Action & Adventure, Comedies, International Movies Hong Kong"
s7155,Movie,Justin Bieber: Never Say Never,Jon M. Chu,United States,2018-01-01,2011,G,106 min,"Documentaries, Music & Musicals",106,United States,"['Documentaries', 'Music & Musicals']",2,2018,1,1,"Justin Bieber: Never Say Never Documentaries, Music & Musicals United States"
s7157,Movie,K-19: The Widowmaker,Kathryn Bigelow,United Kingdom,2019-11-21,2002,PG-13,138 min,"Action & Adventure, Dramas",138,United Kingdom,"['Action & Adventure', 'Dramas']",2,2019,11,21,"K-19: The Widowmaker Action & Adventure, Dramas United Kingdom"
s7159,Movie,Kaabil,Sanjay Gupta,India,2017-06-25,2017,TV-14,139 min,"Dramas, International Movies",139,India,"['Dramas', 'International Movies']",2,2017,6,25,"Kaabil Dramas, International Movies India"
s7160,Movie,Kaakan,Kranti Redkar,India,2018-03-01,2015,TV-PG,132 min,"Dramas, International Movies, Romantic Movies",132,India,"['Dramas', 'International Movies', 'Romantic Movies']",3,2018,3,1,"Kaakan Dramas, International Movies, Romantic Movies India"
s7161,Movie,Kaalia,Tinnu Anand,India,2019-12-31,1981,TV-14,173 min,"Action & Adventure, Dramas, International Movies",173,India,"['Action & Adventure', 'Dramas', 'International Movies']",3,2019,12,31,"Kaalia Action & Adventure, Dramas, International Movies India"
s7162,Movie,Kaaliyan,Jijo Pancode,India,2018-08-01,2017,TV-PG,105 min,"Dramas, International Movies",105,India,"['Dramas', 'International Movies']",2,2018,8,1,"Kaaliyan Dramas, International Movies India"
s7163,Movie,Kabali (Hindi Version),Pa. Ranjith,India,2017-12-15,2016,TV-MA,148 min,"Action & Adventure, Dramas, International Movies",148,India,"['Action & Adventure', 'Dramas', 'International Movies']",3,2017,12,15,"Kabali (Hindi Version) Action & Adventure, Dramas, International Movies India"
s7164,Movie,Kacche Dhaagey,Buta Singh,India,2017-11-01,2016,TV-14,120 min,"Dramas, International Movies, Romantic Movies",120,India,"['Dramas', 'International Movies', 'Romantic Movies']",3,2017,11,1,"Kacche Dhaagey Dramas, International Movies, Romantic Movies India"
s7165,Movie,Kahlil Gibran's The Prophet,"Roger Allers, Gaëtan Brizzi, Paul Brizzi, Joan C. Gratz, Mohammed Saeed Harib, Tomm Moore, Nina Paley, Bill Plympton, Joann Sfar, Michael Socha",United States,2017-10-01,2014,PG,85 min,"Children & Family Movies, Dramas",85,United States,"['Children & Family Movies', 'Dramas']",2,2017,10,1,"Kahlil Gibran's The Prophet Children & Family Movies, Dramas United States"
s7166,Movie,Kajraare,Pooja Bhatt,India,2017-10-22,2010,TV-14,113 min,"Dramas, International Movies, Music & Musicals",113,India,"['Dramas', 'International Movies', 'Music & Musicals']",3,2017,10,22,"Kajraare Dramas, International Movies, Music & Musicals India"
s7167,Movie,Kaleidoscope,Rupert Jones,United Kingdom,2018-05-08,2016,TV-MA,99 min,Thrillers,99,United Kingdom,['Thrillers'],1,2018,5,8,Kaleidoscope Thrillers United Kingdom
s7168,Movie,Kalki,Dhilip Kumar,India,2018-03-01,2017,TV-14,41 min,"Dramas, Independent Movies, International Movies",41,India,"['Dramas', 'Independent Movies', 'International Movies']",3,2018,3,1,"Kalki Dramas, Independent Movies, International Movies India"
s7170,Movie,Karzzzz,Satish Kaushik,India,2017-10-22,2008,TV-14,137 min,"International Movies, Music & Musicals, Romantic Movies",137,India,"['International Movies', 'Music & Musicals', 'Romantic Movies']",3,2017,10,22,"Karzzzz International Movies, Music & Musicals, Romantic Movies India"
s7171,Movie,Kate & Leopold,James Mangold,United States,2020-01-01,2001,PG-13,118 min,"Comedies, Romantic Movies",118,United States,"['Comedies', 'Romantic Movies']",2,2020,1,1,"Kate & Leopold Comedies, Romantic Movies United States"
s7172,Movie,Katha,Sai Paranjape,India,2019-12-31,1982,TV-PG,140 min,"Comedies, Dramas, Independent Movies",140,India,"['Comedies', 'Dramas', 'Independent Movies']",3,2019,12,31,"Katha Comedies, Dramas, Independent Movies India"
s7173,Movie,Katt Williams: Live,Alphonso J. Wesson,United States,2018-07-19,2006,NR,85 min,Stand-Up Comedy,85,United States,['Stand-Up Comedy'],1,2018,7,19,Katt Williams: Live Stand-Up Comedy United States
